dataset,dataset_size,model,operator,inform,on_train,sigma,series,median,mean,std
CIFAR10,10000,PatchMLP,denoising,False,True,0.08,Neural vs Analytical,28.255985260009766,28.339223861694336,1.3614071607589722
CIFAR10,10000,PatchMLP,denoising,False,True,0.09,Analytical vs GT,79.99971771240234,73.71330261230469,9.786426544189453
CIFAR10,10000,PatchMLP,denoising,False,True,0.09,Neural vs GT,27.727521896362305,27.776456832885742,1.3007206916809082
CIFAR10,10000,PatchMLP,denoising,False,True,0.09,Neural vs Analytical,27.727703094482422,27.78024673461914,1.3013414144515991
CIFAR10,10000,PatchMLP,denoising,False,True,0.1,Analytical vs GT,79.70407104492188,70.8454360961914,11.409244537353516
CIFAR10,10000,PatchMLP,denoising,False,True,0.1,Neural vs GT,27.121337890625,27.24329376220703,1.3143287897109985
CIFAR10,10000,PatchMLP,denoising,False,True,0.1,Neural vs Analytical,27.121337890625,27.2478084564209,1.3176307678222656
CIFAR10,10000,PatchMLP,denoising,False,True,0.15,Analytical vs GT,59.49531555175781,61.46198272705078,14.768470764160156
CIFAR10,10000,PatchMLP,denoising,False,True,0.15,Neural vs GT,25.063119888305664,25.092844009399414,1.2090200185775757
CIFAR10,10000,PatchMLP,denoising,False,True,0.15,Neural vs Analytical,25.075927734375,25.141193389892578,1.2040205001831055
CIFAR10,10000,PatchMLP,denoising,False,True,0.2,Analytical vs GT,45.880767822265625,50.94281768798828,15.150477409362793
CIFAR10,10000,PatchMLP,denoising,False,True,0.2,Neural vs GT,23.624061584472656,23.72629165649414,1.2076767683029175
CIFAR10,10000,PatchMLP,denoising,False,True,0.2,Neural vs Analytical,23.655895233154297,23.8450984954834,1.1886444091796875
CIFAR10,10000,PatchMLP,denoising,False,True,0.25,Analytical vs GT,38.41018295288086,42.007347106933594,11.851629257202148
CIFAR10,10000,PatchMLP,denoising,False,True,0.25,Neural vs GT,22.62358856201172,22.657249450683594,1.2288031578063965
CIFAR10,10000,PatchMLP,denoising,False,True,0.25,Neural vs Analytical,23.059566497802734,23.01871109008789,1.2926108837127686
CIFAR10,10000,PatchMLP,denoising,False,True,0.3,Analytical vs GT,34.06294250488281,35.203208923339844,8.099600791931152
CIFAR10,10000,PatchMLP,denoising,False,True,0.3,Neural vs GT,21.7073974609375,21.782724380493164,1.2158405780792236
CIFAR10,10000,PatchMLP,denoising,False,True,0.3,Neural vs Analytical,22.376800537109375,22.461458206176758,1.4779222011566162
CIFAR10,10000,PatchMLP,denoising,False,True,0.35,Analytical vs GT,29.09134864807129,30.174697875976562,5.8253068923950195
CIFAR10,10000,PatchMLP,denoising,False,True,0.35,Neural vs GT,21.061494827270508,20.995033264160156,1.0788487195968628
CIFAR10,10000,PatchMLP,denoising,False,True,0.35,Neural vs Analytical,22.318584442138672,22.269298553466797,1.7346402406692505
CIFAR10,10000,PatchMLP,denoising,False,True,0.4,Analytical vs GT,26.6761474609375,26.951967239379883,3.432642698287964
CIFAR10,10000,PatchMLP,denoising,False,True,0.4,Neural vs GT,20.55778694152832,20.498699188232422,1.1167842149734497
CIFAR10,10000,PatchMLP,denoising,False,True,0.4,Neural vs Analytical,21.961746215820312,22.322996139526367,2.0641629695892334
CIFAR10,10000,PatchMLP,denoising,False,True,0.45,Analytical vs GT,24.434310913085938,24.40013885498047,2.897052049636841
CIFAR10,10000,PatchMLP,denoising,False,True,0.45,Neural vs GT,20.010143280029297,19.987117767333984,1.1664972305297852
CIFAR10,10000,PatchMLP,denoising,False,True,0.45,Neural vs Analytical,22.37041473388672,22.769607543945312,2.387436628341675
CIFAR10,10000,PatchMLP,denoising,False,True,0.5,Analytical vs GT,22.073646545410156,22.429899215698242,2.312737226486206
CIFAR10,10000,PatchMLP,denoising,False,True,0.5,Neural vs GT,19.298789978027344,19.458110809326172,1.1318504810333252
CIFAR10,10000,PatchMLP,denoising,False,True,0.5,Neural vs Analytical,22.745807647705078,23.398391723632812,2.818507432937622
CIFAR10,10000,PatchMLP,denoising,False,True,0.6,Analytical vs GT,20.023704528808594,20.08008575439453,1.4731037616729736
CIFAR10,10000,PatchMLP,denoising,False,True,0.6,Neural vs GT,18.798484802246094,18.76795196533203,1.1318150758743286
CIFAR10,10000,PatchMLP,denoising,False,True,0.6,Neural vs Analytical,24.415496826171875,25.093765258789062,2.785156011581421
CIFAR10,10000,PatchMLP,denoising,False,True,0.7,Analytical vs GT,18.737091064453125,18.664325714111328,1.3919260501861572
CIFAR10,10000,PatchMLP,denoising,False,True,0.7,Neural vs GT,17.982208251953125,17.987131118774414,1.151707410812378
CIFAR10,10000,PatchMLP,denoising,False,True,0.7,Neural vs Analytical,27.117267608642578,26.64348793029785,2.7664577960968018
CIFAR10,10000,PatchMLP,denoising,False,True,0.8,Analytical vs GT,17.85943603515625,17.822290420532227,1.0021132230758667
CIFAR10,10000,PatchMLP,denoising,False,True,0.8,Neural vs GT,17.552581787109375,17.52805519104004,1.0497980117797852
CIFAR10,10000,PatchMLP,denoising,False,True,0.8,Neural vs Analytical,28.454021453857422,28.203035354614258,2.6073923110961914
CIFAR10,10000,PatchMLP,denoising,False,True,0.9,Analytical vs GT,17.139415740966797,17.14864158630371,1.1017210483551025
CIFAR10,10000,PatchMLP,denoising,False,True,0.9,Neural vs GT,16.91745948791504,17.004663467407227,1.1911710500717163
CIFAR10,10000,PatchMLP,denoising,False,True,0.9,Neural vs Analytical,29.22628402709961,28.978132247924805,2.2652738094329834
CIFAR10,10000,PatchMLP,denoising,False,True,1.0,Analytical vs GT,16.70989990234375,16.81483268737793,1.0456150770187378
CIFAR10,10000,PatchMLP,denoising,False,True,1.0,Neural vs GT,16.445579528808594,16.676979064941406,1.118909478187561
CIFAR10,10000,PatchMLP,denoising,False,True,1.0,Neural vs Analytical,29.752090454101562,29.34978485107422,2.5835306644439697
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.01,Analytical vs GT,29.136722564697266,29.04302978515625,3.653588056564331
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.01,Neural vs GT,21.203903198242188,21.414777755737305,2.7963266372680664
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.01,Neural vs Analytical,22.262592315673828,22.398962020874023,2.836778163909912
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.02,Analytical vs GT,29.134872436523438,29.02312660217285,3.689737319946289
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.02,Neural vs GT,21.236846923828125,21.676280975341797,2.5978660583496094
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.02,Neural vs Analytical,22.31610870361328,22.708457946777344,2.5714354515075684
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.03,Analytical vs GT,29.121028900146484,29.002954483032227,3.656369686126709
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.03,Neural vs GT,21.449819564819336,21.754648208618164,2.5030717849731445
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.03,Neural vs Analytical,22.486976623535156,22.81048011779785,2.440429210662842
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.04,Analytical vs GT,28.86892318725586,28.880006790161133,3.6202306747436523
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.04,Neural vs GT,21.29910659790039,21.706581115722656,2.4240317344665527
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.04,Neural vs Analytical,22.413732528686523,22.80398178100586,2.3122007846832275
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.05,Analytical vs GT,28.610523223876953,28.760560989379883,3.587862730026245
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.05,Neural vs GT,21.417102813720703,21.620512008666992,2.3594858646392822
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.05,Neural vs Analytical,22.36028289794922,22.722064971923828,2.229609489440918
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.06,Analytical vs GT,28.616378784179688,28.671316146850586,3.6711926460266113
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.06,Neural vs GT,21.25849723815918,21.464860916137695,2.32391619682312
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.06,Neural vs Analytical,22.17171287536621,22.51934814453125,2.1728861331939697
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.07,Analytical vs GT,28.371000289916992,28.444751739501953,3.5167245864868164
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.07,Neural vs GT,21.087791442871094,21.351612091064453,2.247138738632202
